id	tokens	ner_tags
213	['The', 'major', 'phenolic', 'compounds', 'identified', 'in', 'peach', 'are', 'chlorogenic', 'acid', ',', 'catechins', 'and', 'epicatechins', ',', 'with', 'other', 'compounds', ',', 'identified', 'by', 'HPLC', ',', 'including', 'gallic', 'acid', 'and', 'ellagic', 'acid', '.']	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
214	['Rutin', 'and', 'isoquercetin', 'are', 'the', 'primary', 'flavonols', 'found', 'in', 'clingstone', 'peaches', '.']	[[0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
215	['Red', '-', 'fleshed', 'peaches', 'are', 'rich', 'in', 'anthocyanins', ',', 'particularly', 'cyanidin', 'glucosides', 'in', 'six', 'peach', 'and', 'six', 'nectarine', 'cultivars', 'and', 'malvin', 'glycosides', 'in', 'clingstone', 'peaches', '.']	[[0], [0], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
216	['As', 'with', 'many', 'other', 'members', 'of', 'the', 'rose', 'family', ',', 'peach', 'seeds', 'contain', 'cyanogenic', 'glycosides', ',', 'including', 'amygdalin', '(', 'note', 'the', 'subgenus', 'designation', ':', 'Amygdalus', ')', '.']	[[1], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
217	['These', 'substances', 'are', 'capable', 'of', 'decomposing', 'into', 'a', 'sugar', 'molecule', 'and', 'hydrogen', 'cyanide', 'gas', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
218	['Cyanogenic', 'glycosides', 'are', 'toxic', 'if', 'consumed', 'in', 'large', 'doses', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
219	['While', 'peach', 'seeds', 'are', 'not', 'the', 'most', 'toxic', 'within', 'the', 'rose', 'family', '(', 'see', 'bitter', 'almond', ')', ',', 'large', 'consumption', 'of', 'these', 'chemicals', 'from', 'any', 'source', 'is', 'potentially', 'hazardous', 'to', 'animal', 'and', 'human', 'health', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
220	['Peach', 'allergy', 'or', 'intolerance', 'is', 'a', 'relatively', 'common', 'form', 'of', 'hypersensitivity', 'to', 'proteins', 'contained', 'in', 'peaches', 'and', 'related', 'fruits', '(', 'such', 'as', 'almonds', ')', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
221	['Symptoms', 'range', 'from', 'local', 'effects', '(', 'e.g.']	[[0], [0], [0], [0], [0], [0], [0]]
222	['oral', 'allergy', 'syndrome', ',', 'contact', 'urticaria', ')', 'to', 'more', 'severe', 'systemic', 'reactions', ',', 'including', 'anaphylaxis', '(', 'e.g.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
223	['urticaria', ',', 'angioedema', ',', 'gastrointestinal', 'and', 'respiratory', 'symptoms', ')', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
224	"['Adverse', 'reactions', 'are', 'related', 'to', 'the', '""', 'freshness', '""', 'of', 'the', 'fruit', ':', 'peeled', 'or', 'canned', 'fruit', 'may', 'be', 'tolerated', '.']"	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
225	['Some', '110', 'chemical', 'compounds', 'contribute', 'to', 'peach', 'aroma', ',', 'including', 'alcohols', ',', 'ketones', ',', 'aldehydes', ',', 'esters', ',', 'polyphenols', 'and', 'terpenoids', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
